species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
F31,FRE_WHL,HCN,TPW,MT,MT	0.971 	0.79 	0.25 	0.149 	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,TOTAL,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,EU,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,MT,MT	6615.6311 	1657.9999 	1141.0757 	1120.2143 	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,MT,MT	6813.2143 	2098.734 	4564.3029 	7518.2165 	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,EU,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,MT,MT	0.971 	0.79 	0.25 	0.149 	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,TOTAL,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,EU,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,MT,MT	6615.6311 	1657.9999 	1141.0757 	1120.2143 	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,TOTAL,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,EU,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,MT,MT	6813.2143 	2098.734 	4564.3029 	7518.2165 	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,TOTAL,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,EU,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,MT,MT	0.971 	0.79 	0.25 	0.149 	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,TOTAL,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,EU,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,MT,MT	6615.6311 	1657.9999 	1141.0757 	1120.2143 	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,TOTAL,MT	: c	1657.9999 	: c	: c	5493.2 	7195.7583 	7530 	4537.56 	2147.6817 	893.65 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,EU,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,MT,MT	6813.2143 	2098.734 	4564.3029 	7518.2165 	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	2098.734 	: c	: c	5758.0713 	3893.2819 	832.0442 	9075.12 	4474.3369 	4043.6652 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,CY,MT	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,EU,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,MT,MT	0.971 	0.79 	0.25 	0.149 	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,TOTAL,MT	: c	0.79 	: c	: c	0.954 	1.8483 	9.05 	0.5 	0.48 	0.221 	0 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,HCN,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE,HCN,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE,TOTAL,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,HCN,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,FRE_WHL,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	717.44 	3568.9599 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,MT,MT	133165.6154 	183427.9946 	201584.4429 	238411.7402 	212291.6462 	224227.4116 	275988.8562 	215562.1 	289171.6653 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	216279.54 	292740.6252 	146263.33 	112296.4 	77022.3626 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	7174.4 	8497.5236 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,MT,MT	7350.7184 	6416.2584 	6861.9819 	6576.8756 	7265.0686 	7267.3597 	6897.9969 	7484.7951 	11702.617 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	7483.7211 	11649.0499 	6576.2929 	6273.5419 	5501.5973 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.1 	0.42 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,MT,MT	18.116 	28.588 	29.377 	36.25 	29.2209 	30.854 	40.01 	28.8 	24.71 	22.241 	17.9 	14 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	28.9 	25.13 	22.241 	17.9 	14 	: 	: 	: 	: 
F33,FRE,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	2939 	1106.5284 	: 	0 	0 	: 	: 	: 	: 
F33,FRE,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	1913391.23 	1357434.5121 	878103.649 	1053156.4 	822300.2575 	253885.0315 	202976.3969 	192041.0882 	229823.04 
F33,FRE,HCN,EUR,MT,MT	1665864.1492 	1493924.2732 	1751938.7314 	1969876.2468 	1658407.5444 	1328624.0883 	2023807.9336 	1910452.23 	1356327.9837 	878103.649 	1053156.4 	822300.2575 	253885.0315 	: 	: 	: 
F33,FRE,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	1913391.23 	1357434.5121 	878103.649 	1053156.4 	822300.2575 	253885.0315 	202976.3969 	192041.0882 	229823.04 
F33,FRE,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	5878 	7376.856 	: 	: 	: 	: 	: 	: 	: 
F33,FRE,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	6168.2503 	5458.9983 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	5011.7629 	5801.8456 	5969.4296 
F33,FRE,HCN,EUR_T,MT,MT	7218.2827 	6728.4794 	4037.5811 	8877.8353 	8152.0303 	7214.6892 	5892.0692 	6168.7189 	5457.8407 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	: 	: 	: 
F33,FRE,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	6168.2503 	5458.9983 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	5011.7629 	5801.8456 	5969.4296 
F33,FRE,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.5 	0.15 	: 	0 	0 	: 	: 	: 	: 
F33,FRE,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	310.2 	248.66 	132.764 	156.8 	136.3 	43.7 	40.5 	33.1 	38.5 
F33,FRE,HCN,TPW,MT,MT	230.784 	222.03 	433.908 	221.887 	203.4349 	184.1554 	343.48 	309.7 	248.51 	132.764 	156.8 	136.3 	43.7 	: 	: 	: 
F33,FRE,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	310.2 	248.66 	132.764 	156.8 	136.3 	43.7 	40.5 	33.1 	38.5 
F33,FRE,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	2939 	1106.5284 	: 	0 	0 	: 	: 	: 	: 
F33,FRE,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	1913391.23 	1357434.5121 	878103.649 	1053156.4 	822300.2575 	253885.0315 	202976.3969 	192041.0882 	229823.04 
F33,FRE,TOTAL,EUR,MT,MT	1665864.1492 	1493924.2732 	1751938.7314 	1969876.2468 	1658407.5444 	1328624.0883 	2023807.9336 	1910452.23 	1356327.9837 	878103.649 	1053156.4 	822300.2575 	253885.0315 	: 	: 	: 
F33,FRE,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	1913391.23 	1357434.5121 	878103.649 	1053156.4 	822300.2575 	253885.0315 	202976.3969 	192041.0882 	229823.04 
F33,FRE,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	5878 	7376.856 	: 	: 	: 	: 	: 	: 	: 
F33,FRE,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	6168.2503 	5458.9983 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	5011.7629 	5801.8456 	5969.4296 
F33,FRE,TOTAL,EUR_T,MT,MT	7218.2827 	6728.4794 	4037.5811 	8877.8353 	8152.0303 	7214.6892 	5892.0692 	6168.7189 	5457.8407 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	: 	: 	: 
F33,FRE,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	6168.2503 	5458.9983 	6614.0192 	6716.5587 	6033.0173 	5809.7261 	5011.7629 	5801.8456 	5969.4296 
F33,FRE,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	0.5 	0.15 	: 	0 	0 	: 	: 	: 	: 
F33,FRE,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	310.2 	248.66 	132.764 	156.8 	136.3 	43.7 	40.5 	33.1 	38.5 
F33,FRE,TOTAL,TPW,MT,MT	230.784 	222.03 	433.908 	221.887 	203.4349 	184.1554 	343.48 	309.7 	248.51 	132.764 	156.8 	136.3 	43.7 	: 	: 	: 
F33,FRE,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	310.2 	248.66 	132.764 	156.8 	136.3 	43.7 	40.5 	33.1 	38.5 
F33,FRE_NSP,HCN,EUR,CY,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,EUR,EU,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,EUR,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,EUR_T,CY,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,EUR_T,EU,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,EUR_T,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,TPW,CY,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,TPW,EU,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,HCN,TPW,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR,CY,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR,EU,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	2939 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR_T,CY,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR_T,EU,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,EUR_T,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	5878 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,TPW,CY,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,TPW,EU,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
F33,FRE_NSP,TOTAL,TPW,TOTAL,MT	: 	: 	: 	: 	: c	: c	: c	0.5 	: 	: 	: 	: 	: 	: 	: 	: 
