species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 
F20,FRE,TOTAL,EUR,TOTAL,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE,TOTAL,EUR_T,EU,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE,TOTAL,EUR_T,HR,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE,TOTAL,TPW,EU,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE,TOTAL,TPW,HR,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE,TOTAL,TPW,TOTAL,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,HCN,EUR,EU,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,HCN,EUR,HR,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,HCN,EUR,TOTAL,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,HCN,EUR_T,EU,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,HCN,EUR_T,HR,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,HCN,EUR_T,TOTAL,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,HCN,TPW,EU,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,HCN,TPW,HR,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,HCN,TPW,TOTAL,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,TOTAL,EUR,EU,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,TOTAL,EUR,HR,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,TOTAL,EUR,TOTAL,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,FRE_WHL,TOTAL,EUR_T,EU,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,TOTAL,EUR_T,HR,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,FRE_WHL,TOTAL,TPW,EU,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,TOTAL,TPW,HR,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,FRE_WHL,TOTAL,TPW,TOTAL,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,HCN,EUR,EU,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,HCN,EUR,HR,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,HCN,EUR,TOTAL,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,HCN,EUR_T,EU,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,HCN,EUR_T,HR,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,HCN,EUR_T,TOTAL,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,HCN,TPW,EU,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,HCN,TPW,HR,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,HCN,TPW,TOTAL,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,TOTAL,EUR,EU,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,TOTAL,EUR,HR,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,TOTAL,EUR,TOTAL,HR	8402.8884 	3602.3055 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F20,TOTAL,TOTAL,EUR_T,EU,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,TOTAL,EUR_T,HR,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7211.8229 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F20,TOTAL,TOTAL,TPW,EU,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,TOTAL,TPW,HR,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F20,TOTAL,TOTAL,TPW,TOTAL,HR	0.7 	0.4995 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,HCN,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,HCN,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,HCN,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,HCN,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,HCN,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,HCN,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,HCN,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,HCN,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,HCN,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,TOTAL,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,TOTAL,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,TOTAL,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE,TOTAL,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,TOTAL,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE,TOTAL,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,TOTAL,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE,TOTAL,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,HCN,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,HCN,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,HCN,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,HCN,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,HCN,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,HCN,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,HCN,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,HCN,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,HCN,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,TOTAL,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,TOTAL,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,TOTAL,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,FRE_WHL,TOTAL,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,TOTAL,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,FRE_WHL,TOTAL,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,TOTAL,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,FRE_WHL,TOTAL,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,HCN,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,HCN,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,HCN,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,HCN,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,HCN,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,HCN,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,HCN,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,HCN,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,HCN,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,TOTAL,EUR,EU,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,TOTAL,EUR,HR,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,TOTAL,EUR,TOTAL,HR	8402.8884 	3598.956 	4877.2403 	1874.763 	4239.397 	7230.6312 	3700.5331 	9444.8178 
F22,TOTAL,TOTAL,EUR_T,EU,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,TOTAL,EUR_T,HR,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,TOTAL,EUR_T,TOTAL,HR	12004.1263 	7219.5707 	8197.0425 	12557.0196 	8259.9065 	10479.1756 	9488.5465 	23612.0446 
F22,TOTAL,TOTAL,TPW,EU,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,TOTAL,TPW,HR,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F22,TOTAL,TOTAL,TPW,TOTAL,HR	0.7 	0.4985 	0.595 	0.1493 	0.5133 	0.69 	0.39 	0.4 
F23,FRE,HCN,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,EU,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,HR,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,TOTAL,HR	: 	3.3495 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR_T,EU,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR_T,HR,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR_T,TOTAL,HR	: 	3349.5451 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,EU,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,HR,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,TOTAL,HR	: 	0.001 	: 	: 	: 	: 	: 	: 
F30,FRE,HCN,EUR,EU,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,HCN,EUR,HR,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,HCN,EUR,TOTAL,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,HCN,EUR_T,EU,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,HCN,EUR_T,HR,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,HCN,EUR_T,TOTAL,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,HCN,TPW,EU,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE,HCN,TPW,HR,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE,HCN,TPW,TOTAL,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE,TOTAL,EUR,EU,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,TOTAL,EUR,HR,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,TOTAL,EUR,TOTAL,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE,TOTAL,EUR_T,EU,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,TOTAL,EUR_T,HR,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,TOTAL,EUR_T,TOTAL,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE,TOTAL,TPW,EU,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE,TOTAL,TPW,HR,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE,TOTAL,TPW,TOTAL,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,HCN,EUR,EU,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,HCN,EUR,HR,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,HCN,EUR,TOTAL,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,HCN,EUR_T,EU,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,HCN,EUR_T,HR,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,HCN,EUR_T,TOTAL,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,HCN,TPW,EU,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,HCN,TPW,HR,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,HCN,TPW,TOTAL,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,TOTAL,EUR,EU,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,TOTAL,EUR,HR,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,TOTAL,EUR,TOTAL,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,FRE_WHL,TOTAL,EUR_T,EU,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,TOTAL,EUR_T,HR,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,FRE_WHL,TOTAL,TPW,EU,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,TOTAL,TPW,HR,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,FRE_WHL,TOTAL,TPW,TOTAL,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,TOTAL,HCN,EUR,EU,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,TOTAL,HCN,EUR,HR,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,TOTAL,HCN,EUR,TOTAL,HR	48481770.692 	44847959.7343 	44626138.0393 	46321781.9451 	46943975.5891 	51734250.9629 	43155824.3167 	70468284.5272 
F30,TOTAL,HCN,EUR_T,EU,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,TOTAL,HCN,EUR_T,HR,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,TOTAL,HCN,EUR_T,TOTAL,HR	725.1364 	677.0325 	642.8903 	664.6578 	615.896 	719.4632 	712.8518 	1035.9083 
F30,TOTAL,HCN,TPW,EU,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,TOTAL,HCN,TPW,HR,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
F30,TOTAL,HCN,TPW,TOTAL,HR	66858.8254 	66241.9583 	69414.8553 	69692.6801 	76220.6221 	71906.737 	60539.69 	68025.6 
