species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
F32,SAL,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	6 	: 
F32,SAL,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	6 	: 
F32,SAL_NSP,HCN,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL_NSP,HCN,TPW,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL_NSP,HCN,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL_NSP,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL_NSP,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,SAL_NSP,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 
F32,TOTAL,HCN,EUR,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	187120.3925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,DE,IS	3225027.7678 	: 	3340428.6574 	3042204.4761 	2926308.4453 	227341.2972 	: 	4285874.928 	: 	: 	: 	: 	: 	556.6022 	474.4087 	289428.0593 	116669.6007 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,DK,IS	: 	: 	: 	: 	: 	: 	99304.0787 	469.6382 	13.5895 	585750.2843 	226557.0218 	9.2776 	1964830.9815 	: 	16128.1021 	451219.2372 	341044.0871 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,EE,IS	: 	: 	: 	: 	: 	120644.7342 	: 	104624.8983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,EFTA,IS	587809449.2229 	530978476.0698 	586167777.0308 	572442661.5501 	476114244.411 	444513858.5557 	481442740.1799 	444964828.2414 	454131738.2975 	368152740.8189 	394406116.1013 	571376804.0359 	513399459.0254 	479843088.0159 	446482577.6883 	404548100.0105 	454512636.1029 	: 	: 	440997998 	346331947 
F32,TOTAL,HCN,EUR,EU,IS	3225027.7678 	3114285.6008 	4074452.4526 	3129014.0793 	2996632.2258 	1720733.1263 	1191675.5311 	5459947.0572 	263077.1054 	620444.9355 	226557.0218 	9.2776 	1964830.9815 	554044.379 	80929.0075 	740647.2966 	457713.6878 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,IS,IS	587807929.5589 	530977091.8514 	586167658.3543 	572442294.3695 	476113334.4578 	444342558.1197 	481395411.0326 	444426547.9859 	454131738.2975 	368152740.8189 	393327590.1751 	570834651.4382 	513399459.0254 	479843088.0159 	446482577.6883 	404432424.329 	454070018.9638 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,NO,IS	1519.664 	1384.2184 	118.6765 	367.1806 	909.9532 	171300.436 	47329.1473 	538280.2555 	: 	: 	1078525.9262 	542152.5977 	: 	: 	: 	115675.6815 	442617.1392 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,TOTAL,IS	591034476.9907 	534092761.6706 	590242229.4834 	575571675.6294 	479110876.6368 	446234591.682 	482634415.711 	450424775.2986 	454394815.4028 	368773185.7544 	394632673.1231 	571376813.3136 	515364290.007 	480397132.3949 	446563506.6958 	405288747.3071 	454970349.7907 	: 	: 	440997998 	346331947 
F32,TOTAL,HCN,EUR,UK,IS	: 	3114285.6008 	734023.7952 	86809.6032 	70323.7805 	1372747.0949 	1092371.4524 	1068977.5928 	75943.1234 	34694.6512 	: 	: 	: 	553487.7767 	64326.4966 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	2336.0848 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,DE,IS	1977.3316 	: 	1915.3834 	1849.3644 	1454.4277 	1178.9482 	: 	1524.6256 	: 	: 	: 	: 	: 	463.8352 	225.9089 	2065.8677 	2509.0237 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	457.6225 	313.0921 	135.8947 	218.0997 	2598.131 	92.7764 	3099.1025 	: 	652.9596 	652.1452 	992.8503 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,EE,IS	: 	: 	: 	: 	: 	823.9241 	: 	2117.9129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,EFTA,IS	1496.7343 	1526.4889 	1590.056 	1641.1868 	1382.3934 	1222.1976 	1638.5714 	1765.3299 	1627.1379 	1225.9886 	1370.7084 	1947.7794 	1666.7228 	1592.7376 	1497.0992 	1566.805 	1848.6644 	: 	: 	1292 	1085 
F32,TOTAL,HCN,EUR_T,EU,IS	: 	1749.5987 	1914.6863 	1797.2511 	1452.5605 	1270.3263 	1562.6482 	1620.1623 	2087.9135 	229.1409 	2598.131 	92.7764 	3099.1025 	2736.0216 	1755.5099 	890.2011 	1173.6248 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,IS,IS	1496.7494 	1526.52 	1590.06 	1641.1904 	1382.4068 	1222.1956 	1638.5625 	1765.2618 	1627.1379 	1225.9886 	1368.6334 	1946.7794 	1666.7228 	1592.7376 	1497.0992 	1567.2577 	1848.042 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,NO,IS	303.9328 	173.0273 	118.6765 	367.1806 	227.4883 	1227.3179 	1733.6684 	1823.4426 	: 	: 	3065.736 	4242.1956 	: 	: 	: 	779.4857 	2824.6148 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,TOTAL,IS	1498.7219 	1512.5779 	1591.9191 	1641.9619 	1382.8112 	1222.3762 	1638.3748 	1763.4147 	1627.3458 	1217.0805 	1371.0802 	1947.7788 	1669.6649 	1593.5055 	1497.1391 	1564.6317 	1847.5953 	: 	: 	1292 	1085 
F32,TOTAL,HCN,EUR_T,UK,IS	: 	1749.5987 	1911.5203 	904.2667 	1378.8977 	1352.0619 	2002.1471 	2104.2866 	1658.1468 	1577.0296 	: 	: 	: 	2749.5667 	3332.9791 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	80.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,DE,IS	1631 	: 	1744 	1645 	2012 	192.834 	: 	2811.1 	: 	: 	: 	: 	: 	1.2 	2.1 	140.1 	46.5 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,DK,IS	: 	: 	: 	: 	: 	: 	217 	1.5 	0.1 	2685.7 	87.2 	0.1 	634 	: 	24.7 	691.9 	343.5 	394.7 	: 	: 	: 
F32,TOTAL,HCN,TPW,EE,IS	: 	: 	: 	: 	: 	146.427 	: 	49.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,EFTA,IS	392728 	347843 	368646 	348798 	344413 	363700.485 	293818.6 	252057.6 	279098.5 	300290.5 	287738.9 	293347.8 	308029.3 	301269.4 	298231.8 	258199.4 	245860 	251369.7 	316706.2 	341258 	319334 
F32,TOTAL,HCN,TPW,EU,IS	: 	1780 	2128 	1741 	2063 	1354.56 	762.6 	3370 	126 	2707.7 	87.2 	0.1 	634 	202.5 	46.1 	832 	390 	394.7 	272 	: 	: 
F32,TOTAL,HCN,TPW,IS,IS	392723 	347835 	368645 	348797 	344409 	363560.912 	293791.3 	251762.4 	279098.5 	300290.5 	287387.1 	293220 	308029.3 	301269.4 	298231.8 	258051 	245703.3 	250898.5 	: 	: 	: 
F32,TOTAL,HCN,TPW,NO,IS	5 	8 	1 	1 	4 	139.573 	27.3 	295.2 	: 	: 	351.8 	127.8 	: 	: 	: 	148.4 	156.7 	471.2 	: 	: 	: 
F32,TOTAL,HCN,TPW,TOTAL,IS	394359 	353101 	370774 	350539 	346476 	365055.045 	294581.2 	255427.6 	279224.5 	302998.2 	287826.1 	293347.9 	308663.3 	301471.9 	298277.9 	259031.4 	246250 	251764.4 	316978.2 	341258 	319334 
F32,TOTAL,HCN,TPW,UK,IS	: 	1780 	384 	96 	51 	1015.299 	545.6 	508 	45.8 	22 	: 	: 	: 	201.3 	19.3 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,DK,IS	: 	: 	: 	: 	: 	: 	288057.9545 	5495.651 	1398344.1746 	793655.098 	4326674.7437 	4697256.5466 	4249200.6577 	1783758.2671 	4667943.1458 	5301751.0358 	663856.3193 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,EFTA,IS	55988735.5203 	34454414.5411 	43218453.447 	43206635.6131 	28326748.2228 	14986063.0639 	9543846.6419 	3473715.7205 	16162117.5833 	11615656.4607 	17076869.6149 	34827860.1642 	39603532.5636 	23460729.5121 	33003900.6253 	36338630.1372 	28128890.0741 	: 	: 	7876776 	6825809 
F32,TOTAL,IND,EUR,EU,IS	: 	956943.3987 	: 	: 	: 	: 	288057.9545 	5495.651 	1398344.1746 	793655.098 	4326674.7437 	4697256.5466 	4941300.0483 	3155003.5099 	5002669.6864 	5717059.947 	663856.3193 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129089.5719 	1019143.1732 	158197.3723 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,IS,IS	49302127.4796 	32422900.7011 	40216980.707 	38024538.9541 	28326748.2228 	14986063.0639 	9543846.6419 	3473715.7205 	14121864.9457 	11615656.4607 	15054358.2289 	34827860.1642 	39603532.5636 	19850154.598 	32836366.2362 	36317069.3413 	28110472.126 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,NO,IS	6686608.0407 	2031513.84 	3001472.74 	5182096.659 	: 	: 	: 	: 	2040252.6376 	: 	2022511.386 	: 	: 	3610574.9141 	167534.3891 	21560.7959 	18417.9482 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,PL,IS	: 	956943.3987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	282786.8087 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	201437.7057 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR,TOTAL,IS	55988735.5203 	35411357.9398 	43218453.447 	43206635.6131 	28326748.2228 	14986063.0639 	9831904.5964 	3479211.3714 	17560461.7579 	12409311.5587 	21403544.3586 	39525116.7108 	44544832.6119 	26615733.022 	38006570.3118 	42055690.0843 	28792746.3934 	: 	: 	7876776 	6825809 
F32,TOTAL,IND,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	280223.01 	352102.0696 	176529.1683 	213871.2055 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	153.9429 	276.1634 	206.9383 	74.5909 	106.1003 	175.6693 	122.8398 	70.1778 	79.4986 	85.4377 	102.1506 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,EFTA,IS	173.9596 	149.8461 	220.4787 	189.9335 	160.8981 	160.2931 	229.4106 	543.9239 	217.9458 	120.1522 	107.286 	152.2364 	131.9454 	76.943 	79.4719 	80.7866 	100.7188 	: 	: 	58 	108 
F32,TOTAL,IND,EUR_T,EU,IS	: 	141.3297 	: 	: 	: 	: 	153.9429 	276.1634 	206.9383 	74.5909 	106.1003 	175.6693 	122.2561 	70.8238 	79.5939 	85.1204 	102.1506 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.217 	71.3351 	80.6759 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,IS,IS	169.2033 	147.8553 	216.0333 	179.4474 	160.8981 	160.2931 	229.4106 	543.9239 	216.4971 	120.1522 	107.9176 	152.2364 	131.9454 	76.7168 	79.4809 	80.7817 	100.7244 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,NO,IS	219.4417 	190.86 	304.409 	332.5054 	: 	: 	: 	: 	228.5306 	: 	102.8075 	: 	: 	78.2109 	77.753 	90.0242 	92.8324 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,PL,IS	: 	141.3297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129.2149 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72.457 	: 	: 	: 	: 	: 
F32,TOTAL,IND,EUR_T,TOTAL,IS	173.9596 	139.926 	220.4787 	189.9335 	160.8981 	160.2931 	226.1622 	543.0922 	217.0265 	115.6349 	107.0442 	154.6887 	130.7955 	76.163 	79.488 	81.3496 	100.7513 	: 	: 	58 	108 
F32,TOTAL,IND,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113.13 	72.7063 	81.1927 	91.7784 	: 	: 	: 	: 	: 
F32,TOTAL,IND,TPW,DK,IS	: 	: 	: 	: 	: 	: 	1871.2 	19.9 	6757.3 	10640.1 	40779.1 	26739.2 	34591.4 	25417.7 	58717.3 	62054 	6498.8 	33724.9 	: 	: 	: 
F32,TOTAL,IND,TPW,EFTA,IS	321849 	229932 	196021 	227483 	176054 	93491.648 	41601.6 	6386.4 	74156.6 	96674.5 	159171.5 	228774.8 	300151 	304910.4 	415290.1 	449810.1 	279281.5 	328091.7 	223381.6 	135637 	63137 
F32,TOTAL,IND,TPW,EU,IS	: 	6771 	: 	: 	: 	: 	1871.2 	19.9 	6757.3 	10640.1 	40779.1 	26739.2 	40417.6 	44547.2 	62852.4 	67164.4 	6498.8 	33724.9 	1999.6 	: 	: 
F32,TOTAL,IND,TPW,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1160.7 	14286.7 	1960.9 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,TPW,IS,IS	291378 	219288 	186161 	211898 	176054 	93491.648 	41601.6 	6386.4 	65228.9 	96674.5 	139498.7 	228774.8 	300151 	258745.8 	413135.4 	449570.6 	279083.1 	328091.7 	: 	: 	: 
F32,TOTAL,IND,TPW,NO,IS	30471 	10644 	9860 	15585 	: 	: 	: 	: 	8927.7 	: 	19672.8 	: 	: 	46164.6 	2154.7 	239.5 	198.4 	: 	: 	: 	: 
F32,TOTAL,IND,TPW,PL,IS	: 	6771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2188.5 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,IND,TPW,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2780.1 	: 	: 	: 	: 	: 
F32,TOTAL,IND,TPW,TOTAL,IS	321849 	253072 	196021 	227483 	176054 	93491.648 	43472.8 	6406.3 	80913.9 	107314.6 	199950.6 	255514 	340568.6 	349457.6 	478142.5 	516974.5 	285780.3 	361816.6 	225381.2 	135637 	63137 
F32,TOTAL,IND,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2477 	4842.8 	2174.2 	2330.3 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	187120.3925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,DE,IS	3225027.7678 	: 	3340428.6574 	3042204.4761 	2926308.4453 	227341.2972 	: 	4285874.928 	: 	: 	: 	: 	: 	556.6022 	474.4087 	289428.0593 	116669.6007 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,DK,IS	: 	: 	: 	: 	: 	: 	387362.0332 	5965.2891 	1398357.7641 	1379405.3823 	4553231.7655 	4697265.8242 	6214031.6392 	1783758.2671 	4684071.2479 	5752970.273 	1004900.4064 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,EE,IS	: 	: 	: 	: 	: 	120644.7342 	: 	104624.8983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,EFTA,IS	643798184.7432 	565432890.6109 	629386230.4778 	615649297.1632 	504440992.6338 	459499921.6196 	490986586.8218 	448438543.9619 	470293855.8808 	379768397.2796 	411482985.7162 	606204664.2002 	553002991.589 	503303817.528 	479486458.4075 	440886738.1077 	482641526.177 	: 	: 	448874774 	353157756 
F32,TOTAL,TOTAL,EUR,EU,IS	3225027.7678 	4071228.9995 	4074452.4526 	3129014.0793 	2996632.2258 	1720733.1263 	1479733.4856 	5465442.7082 	1661421.28 	1414100.0335 	4553231.7655 	4697265.8242 	6906131.0298 	3709047.8888 	5083598.6939 	6457707.2436 	1121570.0071 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129089.5719 	1019143.1732 	158197.3723 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,IS,IS	637110057.0385 	563399992.5525 	626384639.0613 	610466833.3236 	504440082.6806 	459328621.1836 	490939257.6745 	447900263.7063 	468253603.2431 	379768397.2796 	408381948.4039 	605662511.6025 	553002991.589 	499693242.6139 	479318924.0184 	440749501.6303 	482180491.0897 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,NO,IS	6688127.7047 	2032898.0584 	3001591.4165 	5182463.8396 	909.9532 	171300.436 	47329.1473 	538280.2555 	2040252.6376 	: 	3101037.3122 	542152.5977 	: 	3610574.9141 	167534.3891 	137236.4774 	461035.0873 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,PL,IS	: 	956943.3987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	282786.8087 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	201437.7057 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,TOTAL,IS	647023212.511 	569504119.6104 	633460682.9304 	618778311.2425 	507437624.8596 	461220654.7459 	492466320.3074 	453903986.67 	471955277.1607 	381182497.3131 	416036217.4817 	610901930.0244 	559909122.6188 	507012865.4169 	484570057.1014 	447344445.3513 	483763096.1841 	: 	: 	448874774 	353157756 
F32,TOTAL,TOTAL,EUR,UK,IS	: 	3114285.6008 	734023.7952 	86809.6032 	70323.7805 	1372747.0949 	1092371.4524 	1068977.5928 	75943.1234 	34694.6512 	: 	: 	280223.01 	905589.8464 	240855.665 	213871.2055 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	2336.0848 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,DE,IS	1977.3316 	: 	1915.3834 	1849.3644 	1454.4277 	1178.9482 	: 	1524.6256 	: 	: 	: 	: 	: 	463.8352 	225.9089 	2065.8677 	2509.0237 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	185.5004 	278.7518 	206.9372 	103.5139 	111.4178 	175.669 	176.4077 	70.1778 	79.7397 	91.6868 	146.8659 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,EE,IS	: 	: 	: 	: 	: 	823.9241 	: 	2117.9129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,EFTA,IS	900.9501 	978.6386 	1114.6149 	1068.3144 	969.2084 	1005.0477 	1463.7955 	1735.1478 	1331.3151 	956.6798 	920.7281 	1161.0389 	909.2748 	830.288 	671.9996 	622.713 	919.0695 	: 	: 	941 	923 
F32,TOTAL,TOTAL,EUR_T,EU,IS	: 	476.1114 	1914.6863 	1797.2511 	1452.5605 	1270.3263 	561.8245 	1612.2725 	241.3699 	105.9426 	111.4178 	175.669 	168.2305 	82.8843 	80.8223 	94.9713 	162.8107 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.217 	71.3351 	80.6759 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,IS,IS	931.3099 	993.4353 	1129.0156 	1088.7681 	969.2141 	1004.9799 	1463.7736 	1735.0469 	1359.9081 	956.6798 	956.6539 	1160.2846 	909.2748 	892.2851 	673.7996 	622.8604 	918.8129 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,NO,IS	219.4556 	190.8466 	304.3902 	332.5076 	227.4883 	1227.3179 	1733.6684 	1823.4426 	228.5306 	: 	154.8614 	4242.1956 	: 	78.2109 	77.753 	353.7934 	1298.3247 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,PL,IS	: 	141.3297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129.2149 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72.457 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,TOTAL,IS	903.4013 	939.5076 	1117.6187 	1070.51 	971.1167 	1005.8314 	1456.7682 	1733.557 	1310.4831 	929.0046 	852.9235 	1113.034 	862.4178 	778.906 	624.1078 	576.4704 	909.2773 	: 	: 	941 	923 
F32,TOTAL,TOTAL,EUR_T,UK,IS	: 	1749.5987 	1911.5203 	904.2667 	1378.8977 	1352.0619 	2002.1471 	2104.2866 	1658.1468 	1577.0296 	: 	: 	113.13 	179.5345 	109.8043 	91.7784 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,CY,IS	: 	: 	: 	: 	: 	: 	: 	: 	80.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,DE,IS	1631 	: 	1744 	1645 	2012 	192.834 	: 	2811.1 	: 	: 	: 	: 	: 	1.2 	2.1 	140.1 	46.5 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,DK,IS	: 	: 	: 	: 	: 	: 	2088.2 	21.4 	6757.4 	13325.8 	40866.3 	26739.3 	35225.4 	25417.7 	58742 	62745.9 	6842.3 	34119.6 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,EE,IS	: 	: 	: 	: 	: 	146.427 	: 	49.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,EFTA,IS	714577 	577775 	564667 	576281 	520467 	457192.133 	335420.2 	258444 	353255.1 	396965 	446910.4 	522122.6 	608180.3 	606179.8 	713521.9 	708009.5 	525141.5 	579461.4 	540087.8 	476896 	382471 
F32,TOTAL,TOTAL,TPW,EU,IS	: 	8551 	2128 	1741 	2063 	1354.56 	2633.8 	3389.9 	6883.3 	13347.8 	40866.3 	26739.3 	41051.6 	44749.7 	62898.5 	67996.4 	6888.8 	34119.6 	2271.7 	: 	: 
F32,TOTAL,TOTAL,TPW,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1160.7 	14286.7 	1960.9 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,IS,IS	684101 	567123 	554806 	560695 	520463 	457052.56 	335392.9 	258148.8 	344327.4 	396965 	426885.8 	521994.8 	608180.3 	560015.2 	711367.2 	707621.6 	524786.4 	578990.2 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,NO,IS	30476 	10652 	9861 	15586 	4 	139.573 	27.3 	295.2 	8927.7 	: 	20024.6 	127.8 	: 	46164.6 	2154.7 	387.9 	355.1 	471.2 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,PL,IS	: 	6771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2188.5 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2780.1 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,TOTAL,IS	716208 	606173 	566795 	578022 	522530 	458546.693 	338054 	261833.9 	360138.4 	410312.8 	487776.7 	548861.9 	649231.9 	650929.5 	776420.4 	776005.9 	532030.3 	613581 	542359.5 	476896 	382471 
F32,TOTAL,TOTAL,TPW,UK,IS	: 	1780 	384 	96 	51 	1015.299 	545.6 	508 	45.8 	22 	: 	: 	2477 	5044.1 	2193.5 	2330.3 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	116.6553 	186.4143 	126.6663 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR,IS,IS	: 	: 	: 	: 	: 	: 	116.6553 	186.4143 	126.6663 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	116.6553 	186.4143 	126.6663 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	1166.5526 	932.0716 	1266.6625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	1166.5526 	932.0716 	1266.6625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	1166.5526 	932.0716 	1266.6625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,TPW,IS,IS	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,UNK,HCN,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
